7,17
89,68
36,62
70,64
67,77
50,6
63,25
70,73
19,0
8,0
29,32
63,34
8,9
0,5
29,41
91,25
29,50
63,52
75,17
21,46
5,92
83,30
52,24
25,34
72,29
37,8
33,56
45,21
25,52
3,15
37,17
105,72
22,28
66,62
65,8
22,37
43,60
38,0
85,84
89,45
15,7
15,16
18,12
71,15
89,63
13,92
70,68
28,62
29,27
63,29
8,4
11,0
36,84
63,38
77,85
6,34
21,41
63,56
41,19
52,19
6,52
40,63
81,64
75,30
29,63
52,37
41,37
81,82
25,29
56,7
93,56
3,1
14,1
20,72
31,72
56,25
23,77
12,77
32,55
67,22
23,86
74,70
31,99
32,64
72,109
38,4
3,37
15,11
70,45
7,16
76,88
36,52
17,48
70,54
70,63
90,41
29,22
76,106
57,93
29,31
63,33
6,29
29,40
50,72
58,85
105,17
21,45
75,25
25,6
21,54
52,32
41,32
39,62
73,64
81,77
25,24
85,38
81,86
66,34
32,41
37,7
85,56
23,72
84,88
66,52
32,50
22,27
43,59
107,62
79,0
32,77
89,44
28,25
7,2
70,40
28,34
7,11
18,11
29,8
40,8
57,88
29,17
63,19
46,88
40,17
28,52
65,101
40,35
41,0
77,84
52,0
63,37
61,67
29,35
21,40
62,41
50,85
10,12
27,83
52,27
2,8
54,46
81,72
2,17
25,19
19,88
74,33
66,29
62,77
3,0
14,0
66,38
24,32
37,11
24,41
86,25
16,37
23,85
24,50
32,63
32,72
56,91
79,4
55,37
28,29
17,29
100,45
28,38
76,87
100,54
38,70
48,25
38,79
40,21
38,88
57,101
69,66
50,62
60,8
6,37
42,58
62,27
21,35
73,45
10,7
54,41
25,5
39,52
30,83
81,67
73,63
8,92
66,24
32,22
51,35
85,37
32,31
22,8
23,62
103,82
3,4
24,27
32,40
35,27
36,1
43,58
34,77
17,6
70,21
55,32
36,28
68,60
64,108
5,40
6,5
58,43
76,91
69,52
29,25
7,77
62,22
6,32
80,70
39,29
62,31
62,40
8,69
31,34
10,11
25,9
32,8
2,7
51,21
2,16
32,17
85,32
51,30
66,28
0,92
85,41
24,22
20,70
66,37
55,0
24,31
89,11
35,40
24,40
95,91
34,72
107,56
56,72
17,1
5,8
37,77
5,17
76,68
69,29
76,77
100,44
17,37
6,0
80,38
50,34
6,9
7,63
61,43
58,56
80,56
21,16
50,52
27,50
63,89
31,29
10,6
23,25
84,41
75,72
84,50
24,8
